"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Deploy the charm together with related charms.

    Assert on the unit status before any relations/configurations take place.
    ","59809","test_deploy","tests.integration","2025-11-05","passed","2025-11-05","","test_charm","",""
"
    Test that the charm correctly sets up the DNS record relation.
    Deploy any-charm and integrate it on dns-record relation.
    Assert that the relation data contains the expected DNS entries.
    ","40920","test_deploy_charm","tests.integration_jubilant","2025-11-05","passed","2025-11-05","","test_charm","",""
"Deploy the charm with valid config and tls integration.

    Assert on valid output of get-certificate.
    ","1027","test_get_certificate_action","tests.integration","2025-11-05","passed","2025-11-05","","test_actions","",""
